Farming_Turnover,Crop_Yields,Market_Demand,Land_Ownership,Land_Size,Weather_Data,Government_Subsidy,Expenses,Livestock_Inventory,Education,Debts_Liabilities,Community_Feedback,Creditworthiness
75000,3000,High,Leased,10,Variable,No,17056,Chicken,High School,10000,Low,Excellent
75000,3000,Medium,Leased,5,Variable,No,17117,Pigs,College Degree,2000,Medium,Very Good
60904,2313,High,Leased,10,Normal,Yes,18769,Pigs,High School,0,Low,Poor
51812,2477,Medium,Owned,12,Variable,No,16202,Cattle,College Degree,0,High,Very Good
52905,2938,Medium,Owned,12,Variable,No,18153,Pigs,College Degree,0,Low,Very Good
51398,1534,High,Owned,8,Normal,Yes,12000,Pigs,High School,500,Low,Poor
40000,1689,High,Owned,8,Unpredictable,Yes,12000,Cattle,None,500,High,Average
43816,1729,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,Low,Poor
75000,3000,Medium,Owned,12,Variable,No,20000,Chicken,College Degree,2000,Medium,Excellent
40000,1500,Low,Owned,8,Unpredictable,Yes,12344,Sheep,None,500,High,Average
75000,3000,Medium,Owned,12,Variable,No,15971,Cattle,College Degree,0,High,Poor
62673,2312,High,Leased,12,Normal,No,14819,Cattle,High School,10000,Low,Excellent
59276,2419,High,Owned,10,Normal,Yes,14509,Pigs,High School,10000,Low,Average
58153,2245,Medium,Owned,12,Normal,Yes,15423,Cattle,College Degree,0,Medium,Very Good
41731,2483,High,Owned,10,Unpredictable,Yes,12000,Pigs,None,2000,Low,Average
58818,2467,High,Owned,7,Normal,Yes,14042,Cattle,High School,500,Low,Good
43547,2049,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
55345,1500,High,Leased,10,Unpredictable,Yes,15430,Pigs,High School,0,Low,Good
43347,1813,High,Leased,7,Normal,Yes,12000,Sheep,None,10000,Low,Poor
59758,2320,High,Owned,7,Variable,Yes,14462,Cattle,High School,2000,Low,Poor
74858,2275,High,Leased,7,Normal,Yes,16251,Pigs,High School,10000,Low,Poor
43083,2025,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
75000,2928,Medium,Leased,5,Variable,Yes,17296,Chicken,College Degree,2000,Medium,Excellent
63074,2228,Medium,Owned,12,Variable,No,15457,Cattle,College Degree,0,Medium,Good
42617,1872,High,Owned,7,Normal,Yes,12000,Sheep,High School,10000,Low,Good
50701,1959,Low,Owned,8,Unpredictable,No,12000,Sheep,None,500,High,Average
53940,2260,High,Owned,7,Normal,Yes,14407,Sheep,High School,10000,Low,Poor
56543,2247,High,Owned,7,Normal,Yes,14794,Pigs,High School,10000,Low,Poor
52196,2835,Medium,Leased,10,Variable,No,17754,Chicken,High School,10000,Low,Poor
55785,1538,High,Owned,12,Variable,No,15018,Cattle,None,0,High,Poor
58078,2526,High,Owned,7,Normal,Yes,17711,Pigs,High School,0,Low,Poor
75000,3000,Medium,Leased,5,Variable,No,19127,Chicken,College Degree,2000,Medium,Excellent
75000,3000,Medium,Leased,5,Variable,No,19745,Chicken,College Degree,2000,Medium,Excellent
75000,3000,Medium,Leased,5,Variable,No,18370,Chicken,College Degree,2000,Medium,Excellent
48994,2341,Medium,Owned,10,Variable,Yes,15791,Cattle,High School,0,High,Poor
51193,2485,Medium,Owned,12,Variable,No,16031,Cattle,College Degree,0,High,Very Good
75000,3000,Medium,Owned,12,Variable,No,20000,Chicken,College Degree,2000,Medium,Very Good
43260,2285,High,Leased,5,Unpredictable,Yes,17196,Cattle,High School,0,Medium,Very Good
57328,2650,High,Owned,5,Variable,No,17608,Pigs,College Degree,2000,High,Excellent
48445,1685,Low,Owned,8,Unpredictable,Yes,14042,Sheep,College Degree,500,High,Average
58360,2203,High,Owned,7,Unpredictable,Yes,12000,Cattle,None,500,High,Poor
40000,2020,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
51777,2212,High,Leased,10,Normal,Yes,19049,Cattle,High School,0,Low,Good
75000,3000,Medium,Owned,5,Unpredictable,No,18796,Chicken,College Degree,2000,High,Excellent
53415,2405,High,Owned,12,Normal,Yes,16152,Cattle,High School,0,Low,Good
59399,1500,High,Leased,10,Normal,Yes,14286,Chicken,None,10000,Low,Good
55150,2225,Low,Leased,5,Variable,No,19133,Chicken,High School,0,Medium,Good
60714,2578,High,Leased,7,Normal,Yes,17110,Cattle,High School,10000,Low,Poor
50097,2095,Medium,Owned,10,Unpredictable,Yes,15166,Cattle,College Degree,0,High,Very Good
40000,1719,Medium,Owned,8,Unpredictable,Yes,12000,Cattle,None,500,High,Very Good
40000,2294,High,Owned,8,Normal,Yes,15289,Sheep,None,2000,High,Average
41167,1715,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
75000,3000,Medium,Leased,5,Variable,No,20000,Chicken,College Degree,2000,Medium,Excellent
53057,2089,Low,Leased,8,Unpredictable,No,12000,Pigs,None,0,High,Average
50629,2310,Medium,Owned,10,Variable,No,16093,Sheep,College Degree,0,High,Good
60087,2586,Medium,Owned,12,Variable,No,16120,Cattle,High School,0,High,Good
52176,2215,Medium,Owned,12,Variable,No,15307,Cattle,High School,0,High,Good
45235,2438,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
75000,3000,Medium,Leased,5,Variable,No,20000,Cattle,College Degree,0,High,Very Good
57120,2548,Medium,Owned,7,Normal,Yes,15331,Pigs,High School,10000,Low,Poor
54766,2454,High,Owned,12,Normal,Yes,15312,Cattle,High School,10000,Low,Very Good
75000,2281,Medium,Owned,5,Unpredictable,No,18560,Cattle,College Degree,2000,Low,Excellent
49562,2067,Medium,Owned,12,Variable,No,14977,Cattle,College Degree,0,High,Good
40429,2145,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
74626,3000,Medium,Owned,5,Variable,No,19042,Cattle,College Degree,0,High,Very Good
40000,1611,Low,Owned,8,Normal,Yes,13926,Sheep,High School,500,High,Average
75000,2415,High,Leased,7,Normal,Yes,16629,Pigs,High School,10000,Low,Poor
60036,2354,High,Leased,7,Normal,Yes,17049,Pigs,High School,10000,Low,Poor
56445,2578,Medium,Owned,7,Variable,No,19839,Cattle,High School,0,Medium,Very Good
43612,2172,Medium,Owned,8,Variable,Yes,13765,Sheep,None,0,High,Very Good
59232,3000,High,Leased,7,Normal,Yes,18375,Pigs,High School,10000,Low,Poor
58115,3000,Medium,Leased,7,Unpredictable,Yes,17017,Pigs,High School,10000,Low,Excellent
46695,1521,Low,Owned,8,Unpredictable,Yes,12619,Chicken,None,500,High,Good
41150,2084,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
62733,2239,High,Leased,7,Normal,Yes,15652,Pigs,High School,10000,Low,Poor
75000,2903,Medium,Leased,12,Variable,No,18697,Chicken,College Degree,2000,High,Excellent
57598,2184,High,Owned,7,Normal,Yes,14498,Pigs,High School,0,Low,Very Good
60835,2652,High,Leased,7,Normal,Yes,16364,Pigs,High School,500,Low,Good
62725,3000,High,Leased,7,Normal,Yes,17908,Pigs,High School,10000,Low,Poor
74069,3000,High,Leased,5,Variable,No,19622,Pigs,College Degree,2000,Medium,Excellent
48790,1830,High,Owned,7,Unpredictable,Yes,12000,Chicken,None,500,High,Average
48450,1500,Low,Owned,12,Variable,Yes,15089,Cattle,None,0,Low,Average
60600,2490,High,Leased,7,Normal,Yes,17666,Pigs,College Degree,10000,Low,Poor
48633,3000,High,Leased,5,Variable,No,17931,Chicken,High School,2000,Medium,Excellent
44857,1993,Low,Leased,10,Unpredictable,Yes,12000,Sheep,None,500,Low,Average
50433,2427,High,Owned,12,Normal,Yes,14256,Cattle,High School,0,High,Good
56628,3000,Medium,Owned,12,Normal,No,15716,Chicken,College Degree,0,High,Very Good
75000,2311,Medium,Owned,12,Variable,No,20000,Sheep,College Degree,0,High,Very Good
52437,3000,High,Owned,7,Normal,Yes,15529,Cattle,College Degree,0,Low,Poor
53442,2379,Medium,Owned,12,Variable,No,15581,Cattle,College Degree,2000,High,Good
59927,2152,High,Owned,7,Normal,Yes,14263,Cattle,High School,0,Low,Poor
58373,3000,Medium,Leased,7,Normal,Yes,17870,Chicken,High School,2000,Low,Poor
55809,2236,High,Leased,7,Normal,Yes,17666,Chicken,High School,10000,Low,Very Good
53465,2184,High,Owned,10,Unpredictable,Yes,14658,Cattle,High School,0,High,Good
42452,2074,Low,Owned,8,Unpredictable,Yes,12000,Sheep,College Degree,500,High,Very Good
43038,2804,Low,Owned,5,Variable,Yes,18660,Cattle,High School,500,Medium,Good
49806,1605,High,Owned,10,Normal,Yes,12000,Pigs,High School,10000,Low,Poor
63706,2587,High,Leased,7,Normal,Yes,16905,Pigs,High School,10000,Low,Excellent
75000,3000,Medium,Leased,5,Variable,No,17963,Chicken,College Degree,2000,Medium,Excellent
53399,2283,High,Owned,7,Normal,Yes,16953,Pigs,High School,10000,Low,Very Good
60660,2221,Medium,Leased,10,Variable,No,17512,Cattle,High School,2000,Low,Good
57669,2047,High,Leased,7,Normal,Yes,16980,Sheep,High School,10000,Low,Poor
75000,3000,Medium,Owned,5,Variable,Yes,20000,Cattle,College Degree,2000,High,Good
59046,2964,Low,Owned,7,Variable,Yes,17291,Pigs,High School,10000,Low,Poor
49419,2432,High,Leased,10,Normal,Yes,15772,Pigs,High School,10000,Low,Poor
55185,3000,Medium,Owned,12,Variable,No,20000,Cattle,None,0,Medium,Very Good
56362,2237,Medium,Leased,8,Variable,No,15943,Cattle,College Degree,2000,Medium,Very Good
52701,2504,Medium,Owned,12,Variable,No,16619,Cattle,College Degree,0,High,Very Good
75000,3000,High,Leased,5,Variable,Yes,16560,Chicken,College Degree,2000,Medium,Excellent
55598,2394,Medium,Owned,10,Normal,No,14605,Cattle,None,2000,High,Very Good
54513,2413,Medium,Owned,10,Normal,Yes,17729,Cattle,College Degree,10000,Low,Poor
42887,1992,High,Owned,7,Unpredictable,Yes,15142,Cattle,None,0,High,Average
75000,3000,Medium,Leased,5,Variable,No,19874,Chicken,College Degree,2000,Medium,Excellent
58990,3000,High,Leased,7,Normal,Yes,17163,Pigs,High School,10000,Low,Good
58550,2319,High,Leased,10,Normal,Yes,16160,Pigs,High School,10000,Low,Poor
75000,3000,Medium,Leased,7,Variable,No,19116,Chicken,College Degree,2000,High,Very Good
56132,2537,High,Owned,7,Variable,No,15324,Cattle,High School,10000,High,Poor
55610,2181,Medium,Owned,12,Variable,No,15851,Cattle,College Degree,0,Low,Very Good
50121,1627,Medium,Owned,12,Variable,No,15800,Cattle,High School,0,High,Very Good
57384,2952,High,Owned,12,Variable,No,15161,Cattle,College Degree,0,High,Very Good
40000,1775,Low,Owned,10,Unpredictable,No,12105,Cattle,None,0,High,Average
55193,3000,Medium,Owned,5,Variable,Yes,14942,Cattle,College Degree,2000,High,Excellent
53508,2274,High,Owned,12,Normal,Yes,15621,Sheep,None,500,Low,Average
55488,2069,High,Owned,10,Normal,Yes,13812,Sheep,High School,0,Low,Average
43251,2424,High,Leased,8,Normal,Yes,16602,Pigs,High School,10000,Low,Poor
75000,2829,Medium,Leased,5,Variable,No,18346,Chicken,College Degree,2000,Medium,Excellent
55255,2393,High,Owned,10,Normal,No,15857,Cattle,High School,0,Low,Very Good
59086,1614,Low,Owned,7,Normal,Yes,12000,Sheep,None,500,Low,Average
44842,2362,Medium,Owned,10,Variable,Yes,17822,Pigs,High School,2000,High,Poor
59255,2404,High,Leased,7,Normal,Yes,18397,Pigs,High School,2000,Low,Poor
52631,2203,High,Leased,7,Normal,Yes,16659,Pigs,High School,10000,Low,Poor
75000,3000,Medium,Leased,5,Variable,No,19867,Chicken,College Degree,2000,Medium,Excellent
75000,3000,Medium,Leased,5,Variable,No,17966,Pigs,College Degree,0,Medium,Excellent
71622,2494,High,Owned,5,Normal,No,15440,Chicken,College Degree,2000,Low,Very Good
57808,2207,Medium,Owned,12,Variable,No,14782,Cattle,College Degree,0,High,Very Good
53661,3000,Medium,Owned,5,Variable,No,15846,Cattle,College Degree,500,Low,Very Good
75000,3000,Medium,Leased,5,Variable,No,19938,Chicken,College Degree,2000,Medium,Excellent
74663,2885,Medium,Leased,5,Variable,No,18690,Chicken,College Degree,2000,Medium,Excellent
71668,3000,Medium,Owned,12,Variable,No,16035,Chicken,College Degree,2000,Medium,Very Good
72893,3000,Medium,Owned,12,Variable,No,15823,Cattle,College Degree,2000,Medium,Very Good
50787,1984,Low,Owned,5,Unpredictable,Yes,12000,Sheep,High School,500,High,Excellent
59369,3000,High,Leased,7,Normal,Yes,19075,Pigs,High School,10000,Low,Poor
51794,2174,Medium,Owned,12,Normal,No,15343,Cattle,College Degree,0,Low,Very Good
54873,2525,High,Owned,10,Normal,Yes,12234,Cattle,High School,10000,High,Poor
41192,2279,High,Leased,7,Normal,Yes,17299,Cattle,High School,500,Low,Excellent
40000,1500,Low,Owned,10,Variable,Yes,17168,Cattle,College Degree,0,High,Excellent
55041,2073,Medium,Owned,12,Variable,No,15921,Cattle,College Degree,10000,High,Very Good
41736,2128,Low,Owned,12,Unpredictable,Yes,12000,Sheep,High School,500,Low,Average
57499,2616,High,Leased,12,Normal,Yes,16250,Cattle,High School,0,Low,Poor
50234,1945,Low,Owned,8,Unpredictable,No,18649,Chicken,College Degree,2000,High,Excellent
40000,1693,High,Owned,10,Unpredictable,Yes,15100,Sheep,High School,0,High,Good
52233,2608,Medium,Owned,12,Variable,No,17341,Cattle,College Degree,0,High,Very Good
47683,1609,Low,Owned,12,Unpredictable,No,12000,Sheep,None,500,High,Average
61395,2204,High,Leased,10,Normal,Yes,16397,Pigs,High School,10000,Low,Poor
40000,2236,Low,Owned,5,Unpredictable,No,14434,Chicken,None,10000,High,Very Good
58130,2271,High,Owned,10,Normal,Yes,14735,Pigs,High School,0,Low,Poor
61614,3000,High,Owned,7,Variable,Yes,18120,Cattle,High School,10000,High,Poor
40000,2093,High,Owned,10,Normal,Yes,15421,Cattle,College Degree,0,High,Good
46404,1511,High,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,Low,Excellent
46171,2079,Low,Owned,10,Unpredictable,Yes,12000,Cattle,High School,500,High,Good
56832,2462,High,Owned,10,Normal,Yes,14973,Pigs,High School,10000,Low,Good
74946,3000,Medium,Leased,5,Variable,Yes,18140,Chicken,College Degree,2000,Medium,Excellent
57762,2028,Low,Owned,8,Variable,Yes,12114,Sheep,College Degree,0,High,Average
57171,1512,High,Leased,7,Normal,Yes,14208,Pigs,High School,10000,Low,Poor
55819,2330,Medium,Owned,7,Unpredictable,Yes,12000,Cattle,College Degree,10000,Low,Average
40000,1500,Low,Owned,12,Variable,No,12000,Cattle,None,0,High,Very Good
60628,3000,Medium,Leased,7,Normal,Yes,15960,Pigs,College Degree,0,Medium,Good
55824,2329,High,Owned,8,Variable,No,16098,Cattle,College Degree,0,High,Good
44629,3000,Medium,Owned,8,Variable,No,18809,Chicken,College Degree,0,Medium,Very Good
47684,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
60632,3000,High,Leased,5,Normal,Yes,18511,Chicken,College Degree,0,Medium,Excellent
75000,3000,Medium,Leased,7,Variable,No,18191,Chicken,High School,2000,Medium,Excellent
75000,3000,Medium,Leased,5,Variable,No,19295,Chicken,College Degree,2000,Medium,Excellent
57008,2398,Medium,Leased,5,Variable,No,17515,Cattle,College Degree,10000,Low,Poor
55183,2243,Medium,Owned,12,Normal,No,15749,Cattle,High School,0,High,Good
40744,2224,Medium,Owned,8,Normal,No,14991,Cattle,High School,0,High,Poor
59389,2584,High,Leased,7,Normal,Yes,15486,Pigs,High School,10000,Low,Poor
52679,1837,High,Owned,7,Normal,Yes,16998,Sheep,High School,10000,Low,Average
56604,2925,High,Leased,7,Normal,Yes,13855,Sheep,High School,10000,Low,Good
42001,1567,High,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
40000,1528,High,Owned,8,Variable,Yes,16784,Cattle,None,500,Low,Poor
74126,3000,Medium,Leased,5,Variable,No,18988,Chicken,High School,2000,Medium,Good
40000,1828,Low,Owned,8,Unpredictable,Yes,15164,Cattle,None,500,High,Good
51952,1832,Low,Owned,8,Unpredictable,Yes,12000,Pigs,None,500,High,Average
46320,1700,High,Owned,10,Normal,Yes,14019,Cattle,High School,0,High,Good
56498,1929,High,Owned,10,Unpredictable,No,14628,Cattle,High School,0,High,Very Good
62288,1895,High,Owned,10,Normal,Yes,14497,Cattle,High School,0,Low,Very Good
48758,1501,Low,Owned,8,Unpredictable,Yes,15872,Chicken,None,500,High,Average
51293,2246,High,Owned,12,Normal,No,14862,Cattle,College Degree,0,Low,Good
68620,2104,High,Owned,8,Unpredictable,Yes,16801,Pigs,None,2000,Medium,Poor
57626,2048,High,Leased,7,Normal,Yes,16216,Pigs,High School,10000,Low,Poor
55678,2551,High,Leased,10,Normal,Yes,14182,Sheep,High School,0,Low,Good
57639,2158,High,Leased,10,Normal,Yes,17185,Pigs,High School,10000,Low,Poor
42270,1897,High,Owned,7,Normal,Yes,16464,Cattle,None,500,Low,Poor
75000,3000,Medium,Leased,5,Variable,No,16636,Chicken,College Degree,2000,High,Excellent
75000,3000,Medium,Leased,5,Variable,No,19848,Chicken,College Degree,0,Medium,Excellent
45573,2097,High,Owned,8,Normal,Yes,15920,Sheep,High School,10000,Low,Average
54538,2205,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
55632,2142,Medium,Owned,10,Normal,No,15619,Cattle,College Degree,0,Low,Very Good
40000,1578,Low,Owned,12,Variable,Yes,12000,Sheep,None,500,High,Average
70588,2759,Medium,Leased,8,Variable,No,18319,Sheep,College Degree,2000,Medium,Excellent
42777,2058,Low,Owned,8,Unpredictable,Yes,12000,Sheep,High School,500,Low,Average
45610,1609,Low,Owned,7,Unpredictable,Yes,12000,Sheep,None,500,High,Good
40000,1500,Low,Owned,8,Normal,Yes,12000,Pigs,High School,10000,High,Average
75000,1529,Low,Owned,8,Variable,Yes,12000,Chicken,None,500,High,Excellent
51856,2291,High,Owned,10,Normal,Yes,15239,Cattle,High School,0,Low,Good
75000,3000,Medium,Leased,5,Variable,No,19642,Chicken,College Degree,2000,Medium,Excellent
50398,1583,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
53540,2051,Medium,Owned,8,Unpredictable,Yes,14913,Cattle,High School,0,Low,Average
58947,2193,Medium,Owned,12,Variable,No,16843,Cattle,College Degree,0,Medium,Average
57552,1500,Medium,Owned,5,Variable,No,14680,Cattle,College Degree,0,Low,Average
56316,2314,Medium,Owned,7,Variable,No,15140,Cattle,College Degree,0,High,Very Good
75000,2710,Medium,Owned,12,Variable,No,16134,Cattle,College Degree,0,High,Very Good
56275,2567,Medium,Owned,12,Variable,No,13523,Cattle,College Degree,0,High,Very Good
41202,2077,Medium,Owned,12,Variable,Yes,15282,Cattle,College Degree,0,High,Average
43176,3000,Medium,Owned,12,Unpredictable,No,17818,Cattle,College Degree,0,High,Average
40000,2132,Low,Leased,8,Unpredictable,Yes,12000,Sheep,High School,0,High,Average
61946,2361,High,Owned,8,Variable,Yes,19020,Cattle,College Degree,0,High,Very Good
41635,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
73226,2163,Medium,Owned,5,Variable,No,15549,Cattle,College Degree,2000,High,Very Good
40000,2005,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
75000,3000,Low,Owned,5,Variable,No,12000,Chicken,College Degree,2000,High,Average
59875,2248,Low,Owned,10,Variable,Yes,14347,Cattle,College Degree,0,Low,Good
56237,2441,High,Owned,10,Normal,Yes,14825,Cattle,High School,10000,Low,Good
57877,2446,Medium,Owned,8,Variable,No,14958,Cattle,High School,500,High,Poor
49315,2630,Medium,Owned,12,Variable,No,15873,Cattle,College Degree,0,High,Good
45197,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
40000,2474,Medium,Owned,12,Normal,Yes,16318,Cattle,College Degree,0,High,Very Good
56163,1847,Medium,Owned,12,Variable,No,15565,Cattle,High School,0,High,Very Good
75000,3000,Medium,Leased,5,Normal,Yes,17130,Chicken,High School,2000,Medium,Excellent
49523,2030,Medium,Owned,8,Unpredictable,Yes,14994,Sheep,None,10000,High,Average
46321,2248,Medium,Owned,12,Variable,No,16358,Cattle,College Degree,0,High,Very Good
53254,1500,High,Owned,10,Normal,Yes,14597,Pigs,High School,0,High,Poor
75000,2999,Medium,Leased,5,Variable,No,19729,Chicken,College Degree,2000,Medium,Excellent
75000,2412,High,Owned,5,Normal,Yes,14990,Cattle,College Degree,0,High,Very Good
58905,2244,High,Leased,7,Normal,Yes,16766,Pigs,High School,10000,Low,Poor
47244,1859,Low,Owned,12,Unpredictable,Yes,12000,Cattle,High School,0,Low,Very Good
48010,1596,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
44984,1682,Low,Owned,8,Normal,Yes,12000,Sheep,None,0,High,Average
59815,2232,High,Leased,8,Normal,Yes,12000,Sheep,None,500,Low,Excellent
63700,2344,High,Leased,7,Normal,Yes,19106,Pigs,High School,10000,Low,Good
75000,3000,Medium,Leased,5,Variable,No,16159,Cattle,College Degree,0,Medium,Excellent
75000,3000,Medium,Leased,5,Variable,No,19561,Chicken,College Degree,2000,High,Excellent
53927,2227,High,Owned,12,Normal,Yes,14290,Pigs,High School,10000,Low,Poor
63871,3000,High,Leased,7,Variable,Yes,17836,Pigs,High School,2000,Medium,Poor
73174,3000,Medium,Owned,12,Variable,No,19275,Chicken,College Degree,2000,Medium,Excellent
56087,2104,Medium,Owned,7,Normal,No,15553,Cattle,None,0,Low,Very Good
41160,2133,High,Owned,8,Normal,Yes,15671,Sheep,None,2000,High,Good
71017,3000,Medium,Leased,5,Variable,No,18981,Chicken,College Degree,2000,Medium,Excellent
43095,1500,Low,Owned,10,Unpredictable,Yes,12290,Sheep,None,500,High,Average
